timestamp,vendor_id,product_id,device_type,duration_seconds,hour,is_weekend,label
2026-01-01 06:13:11.918648,17EF,1102,YubiKey,28760,6,0,0
2026-01-12 10:49:11.918648,13FE,3245,YubiKey,24233,10,0,0
2026-01-31 04:35:11.918648,1234,607d,Malicious Drive,5,4,1,1
2025-12-16 14:07:11.918648,045E,1102,External HDD,12293,14,0,0
2025-12-29 19:49:11.918648,045E,0040,Wireless Mouse,18924,19,0,0
2025-12-08 07:11:11.918648,17EF,1102,YubiKey,6942,7,0,0
2025-12-24 13:48:11.918648,045E,3245,USB Flash Drive,2655,13,0,0
2025-11-10 08:38:11.918648,05AC,0040,USB Flash Drive,9060,8,0,0
2026-01-06 22:24:11.918648,DEAD,8036,Unknown HID,1,22,0,1
2026-01-24 15:27:11.918648,03F0,5567,External HDD,8660,15,1,0
2026-01-24 19:07:11.918648,046D,1666,External HDD,4105,19,1,0
2025-12-12 08:37:11.918648,13FE,0120,YubiKey,1406,8,0,0
2025-12-12 10:55:11.918648,1050,0120,USB Flash Drive,12234,10,0,0
2026-01-12 20:27:11.918648,0951,C077,Wireless Mouse,13598,20,0,0
2026-01-19 02:35:11.918648,03F0,8036,Bash Bunny,1821,2,0,1
2025-12-04 07:26:11.918648,1050,3245,YubiKey,20204,7,0,0
2025-11-10 13:46:11.918648,1050,1102,Wireless Mouse,19001,13,0,0
2025-12-21 15:10:11.918648,17EF,C52B,External HDD,22316,15,1,0
2025-12-29 16:10:11.918648,17EF,0120,Wireless Mouse,173,16,0,0
2025-12-08 13:03:11.918648,13FE,5567,USB Flash Drive,17656,13,0,0
2026-01-30 15:39:11.918648,17EF,0120,USB Flash Drive,1594,15,0,0
2026-01-22 16:42:11.918648,17EF,C52B,USB Flash Drive,17889,16,0,0
2025-12-08 19:53:11.918648,046D,C52B,USB Flash Drive,19822,19,0,0
2025-11-20 16:17:11.918648,046D,0040,USB Flash Drive,11959,16,0,0
2026-01-17 14:49:11.918648,03F0,0040,USB Flash Drive,10730,14,1,0
2026-01-12 16:55:11.918648,1050,0120,Wireless Mouse,24952,16,0,0
2026-01-30 08:02:11.918648,046D,C52B,USB Flash Drive,3297,8,0,0
2026-01-01 16:12:11.918648,16C0,607d,Rubber Ducky,2258,16,0,1
2025-11-16 21:33:11.918648,03F0,C52B,YubiKey,5973,21,1,0
2026-01-21 09:16:11.918648,046D,3245,Wireless Mouse,8091,9,0,0
2025-12-06 17:43:11.918648,03F0,3245,USB Flash Drive,2948,17,1,0
2025-12-22 10:31:11.918648,03F0,C077,Wireless Mouse,22562,10,0,0
2025-12-13 13:54:11.918648,17EF,1102,USB Keyboard,27756,13,1,0
2025-11-09 02:47:11.918648,1234,0043,Rubber Ducky,3296,2,1,1
2026-01-17 02:12:11.918648,05C6,0001,Unknown HID,1936,2,1,1
2025-12-18 12:59:11.918648,1234,607d,Unknown HID,3303,12,0,1
2026-01-24 12:45:11.918648,03F0,1666,Wireless Mouse,21601,12,1,0
2025-12-13 11:59:11.918648,13FE,5567,Wireless Mouse,23681,11,1,0
2025-12-06 12:32:11.918648,046D,C077,External HDD,25097,12,1,0
2025-12-20 05:35:11.918648,05AC,3245,External HDD,21400,5,1,0
2026-01-24 17:16:11.918648,17EF,1102,External HDD,27344,17,1,0
2025-11-21 16:49:11.918648,05AC,1666,USB Flash Drive,10631,16,0,0
2025-12-29 14:53:11.918648,0781,C077,USB Keyboard,18283,14,0,0
2025-11-14 08:11:11.918648,1050,1666,USB Keyboard,26323,8,0,0
2025-12-11 10:17:11.918648,0781,C52B,USB Flash Drive,20284,10,0,0
2025-12-03 14:23:11.918648,0781,0120,External HDD,8339,14,0,0
2025-11-28 14:47:11.918648,17EF,0120,USB Flash Drive,22306,14,0,0
2025-11-26 16:55:11.918648,046D,1102,YubiKey,5148,16,0,0
2026-01-31 10:56:11.918648,05AC,0120,USB Flash Drive,7847,10,1,0
2025-12-27 16:30:11.918648,03F0,1102,External HDD,28470,16,1,0
2025-11-30 18:41:11.918648,17EF,C52B,YubiKey,5232,18,1,0
2026-01-16 14:38:11.918648,03F0,3245,External HDD,3901,14,0,0
2025-11-24 15:47:11.918648,046D,3245,YubiKey,10725,15,0,0
2026-01-30 17:45:11.918648,0781,1102,Wireless Mouse,10276,17,0,0
2026-02-01 16:21:11.918648,1050,0120,USB Flash Drive,2946,16,1,0
2025-11-14 19:32:11.918648,045E,5567,Wireless Mouse,25194,19,0,0
2026-01-13 13:38:11.918648,05AC,0120,USB Keyboard,4859,13,0,0
2025-11-16 23:43:11.918648,1050,1337,Bash Bunny,1,23,1,1
2026-01-26 03:24:11.918648,0781,0120,Wireless Mouse,25499,3,0,0
2026-01-12 19:46:11.918648,05C6,0043,Unknown HID,3223,19,0,1
2026-01-10 19:50:11.918648,0951,C52B,YubiKey,3838,19,1,0
2025-12-23 11:04:11.918648,17EF,0120,YubiKey,11722,11,0,0
2026-01-16 05:38:11.918648,046D,0120,External HDD,15789,5,0,0
2026-02-07 09:18:11.918648,17EF,5567,External HDD,21949,9,1,0
2025-12-26 11:17:11.918648,0781,0040,YubiKey,7776,11,0,0
2026-01-27 12:16:11.918648,17EF,0120,External HDD,6054,12,0,0
2026-02-05 08:36:11.918648,0951,0120,YubiKey,17391,8,0,0
2026-01-16 04:46:11.918648,0951,1102,Wireless Mouse,8357,4,0,0
2025-11-17 11:55:11.918648,13FE,C077,USB Keyboard,13110,11,0,0
2026-01-25 21:51:11.918648,1050,5567,USB Flash Drive,1583,21,1,0
2025-11-20 17:04:11.918648,03F0,0120,External HDD,8953,17,0,0
2025-12-02 11:38:11.918648,1050,0040,USB Keyboard,4162,11,0,0
2026-01-25 18:01:11.918648,045E,1666,Wireless Mouse,8116,18,1,0
2025-12-13 10:49:11.918648,17EF,C52B,USB Keyboard,18823,10,1,0
2025-12-31 18:24:11.918648,0781,3245,YubiKey,6822,18,0,0
2025-12-05 22:20:11.918648,DEAD,8036,Rubber Ducky,5,22,0,1
2025-11-30 07:29:11.918648,05AC,1666,YubiKey,10850,7,1,0
2026-01-29 09:40:11.918648,13FE,1102,Wireless Mouse,28721,9,0,0
2025-11-26 17:03:11.918648,05AC,3245,Wireless Mouse,27581,17,0,0
2026-02-05 14:03:11.918648,1050,1666,USB Flash Drive,6894,14,0,0
2025-11-16 12:23:11.918648,03F0,C52B,Wireless Mouse,702,12,1,0
2025-11-17 07:33:11.918648,16C0,0043,Rubber Ducky,10,7,0,1
2026-01-20 13:16:11.918648,0951,0120,Wireless Mouse,10444,13,0,0
2026-01-12 18:21:11.918648,03F0,C077,USB Flash Drive,14661,18,0,0
2025-12-07 00:14:11.918648,13FE,8036,Bash Bunny,2025,0,1,1
2025-12-02 18:59:11.918648,13FE,5567,USB Flash Drive,27484,18,0,0
2025-11-18 10:50:11.918648,045E,0040,YubiKey,714,10,0,0
2026-01-02 16:58:11.918648,1050,3245,USB Flash Drive,12077,16,0,0
2026-01-02 21:55:11.918648,046D,3245,Wireless Mouse,8928,21,0,0
2026-01-28 11:21:11.918648,0781,0120,Wireless Mouse,1653,11,0,0
2025-12-04 19:37:11.918648,1050,0120,Wireless Mouse,10429,19,0,0
2026-01-17 11:04:11.918648,0781,1666,External HDD,76,11,1,0
2026-02-04 12:51:11.918648,1050,3245,Wireless Mouse,27809,12,0,0
2026-02-05 17:57:11.918648,16C0,8036,Keylogger Injector,2,17,0,1
2025-11-28 15:44:11.918648,03F0,0040,USB Flash Drive,27100,15,0,0
2025-11-16 08:23:11.918648,17EF,3245,USB Flash Drive,3235,8,1,0
2025-12-21 13:04:11.918648,17EF,1102,USB Flash Drive,23092,13,1,0
2025-11-14 11:03:11.918648,17EF,C077,YubiKey,25129,11,0,0
2025-11-24 10:14:11.918648,13FE,1666,Wireless Mouse,1949,10,0,0
2025-12-06 23:37:11.918648,13FE,0120,USB Flash Drive,9557,23,1,0
2025-11-23 20:14:11.918648,1D50,8036,Bash Bunny,1,20,1,1
2026-01-17 19:44:11.918648,17EF,0120,YubiKey,27799,19,1,0
2025-11-19 22:59:11.918648,1D50,8036,Malicious Drive,2172,22,0,1
2025-12-07 18:54:11.918648,03F0,0040,Wireless Mouse,8770,18,1,0
2025-12-19 16:29:11.918648,1050,0040,USB Keyboard,10700,16,0,0
2026-01-19 21:34:11.918648,1050,C077,YubiKey,24142,21,0,0
2025-12-01 11:41:11.918648,13FE,0040,External HDD,12892,11,0,0
2025-11-30 19:08:11.918648,13FE,3245,External HDD,22480,19,1,0
2025-11-23 09:49:11.918648,1050,0040,USB Keyboard,10623,9,1,0
2026-01-07 08:47:11.918648,1050,C52B,YubiKey,6033,8,0,0
2025-12-12 09:40:11.918648,03F0,1102,USB Flash Drive,9261,9,0,0
2026-01-28 13:19:11.918648,05AC,0120,Wireless Mouse,4187,13,0,0
2026-02-06 12:42:11.918648,13FE,0040,Wireless Mouse,14976,12,0,0
2025-12-18 11:32:11.918648,03F0,5567,Wireless Mouse,17292,11,0,0
2026-02-07 13:18:11.918648,03F0,0120,YubiKey,3262,13,1,0
2025-12-12 20:32:11.918648,1050,C077,USB Flash Drive,2698,20,0,0
2025-11-17 16:21:11.918648,03F0,0120,Wireless Mouse,2419,16,0,0
2025-11-16 19:00:11.918648,045E,0120,YubiKey,13309,19,1,0
2025-12-02 16:37:11.918648,1050,5567,External HDD,19413,16,0,0
2026-01-27 09:19:11.918648,0781,C077,Wireless Mouse,14534,9,0,0
2025-11-27 16:02:11.918648,046D,C52B,External HDD,2073,16,0,0
2025-12-01 08:56:11.918648,0781,5567,USB Flash Drive,792,8,0,0
2025-11-27 16:00:11.918648,0781,1102,External HDD,11153,16,0,0
2026-01-21 09:12:11.918648,05AC,C52B,USB Keyboard,25215,9,0,0
2026-01-19 19:33:11.918648,17EF,1666,Wireless Mouse,2866,19,0,0
2026-01-15 12:33:11.918648,1050,C52B,YubiKey,5793,12,0,0
2025-11-14 22:25:11.918648,05C6,8036,Rubber Ducky,2,22,0,1
2026-02-06 22:37:11.918648,046D,C077,External HDD,16306,22,0,0
2025-12-23 21:30:11.918648,13FE,C52B,External HDD,9043,21,0,0
2026-01-06 14:28:11.918648,0951,1337,Rubber Ducky,10,14,0,1
2025-12-24 19:12:11.918648,046D,0120,YubiKey,18585,19,0,0
2026-01-31 15:06:11.918648,17EF,1102,External HDD,9682,15,1,0
2025-12-17 08:22:11.918648,03F0,C077,USB Flash Drive,24734,8,0,0
2026-01-30 01:31:11.918648,17EF,5567,External HDD,345,1,0,0
2025-12-24 08:00:11.918648,17EF,C52B,External HDD,20160,8,0,0
2025-12-22 17:20:11.918648,0951,1666,YubiKey,4050,17,0,0
2026-01-21 18:14:11.918648,03F0,0120,USB Flash Drive,21591,18,0,0
2025-11-10 20:56:11.918648,045E,C52B,Wireless Mouse,20412,20,0,0
2026-01-12 14:08:11.918648,03F0,1102,USB Keyboard,5891,14,0,0
2025-12-19 20:13:11.918648,2341,607d,Unknown HID,3481,20,0,1
2025-11-29 14:12:11.918648,1D50,1337,Malicious Drive,3410,14,1,1
2025-11-15 14:40:11.918648,046D,1102,USB Flash Drive,2390,14,1,0
2026-01-20 21:52:11.918648,1D50,8036,Malicious Drive,1278,21,0,1
2026-01-07 19:21:11.918648,1050,0120,Wireless Mouse,8211,19,0,0
2026-02-03 00:40:11.918648,05C6,8036,Malicious Drive,553,0,0,1
2025-11-15 13:20:11.918648,05AC,0120,YubiKey,19609,13,1,0
2026-01-28 20:24:11.918648,05AC,1102,YubiKey,21427,20,0,0
2025-12-22 13:51:11.918648,05AC,1102,USB Keyboard,21888,13,0,0
2025-11-16 13:51:11.918648,0781,1102,USB Keyboard,9095,13,1,0
2026-01-05 13:51:11.918648,045E,0120,YubiKey,19746,13,0,0
2025-12-05 08:20:11.918648,045E,C52B,USB Keyboard,28708,8,0,0
2026-01-05 16:41:11.918648,045E,5567,YubiKey,10932,16,0,0
2025-11-14 17:18:11.918648,0951,1102,External HDD,19181,17,0,0
2026-01-05 04:50:11.918648,16C0,0001,Keylogger Injector,1,4,0,1
2026-01-26 18:34:11.918648,046D,5567,External HDD,10496,18,0,0
2026-01-09 13:45:11.918648,13FE,C077,YubiKey,10782,13,0,0
2026-01-15 15:49:11.918648,17EF,1102,External HDD,5890,15,0,0
2026-02-06 19:46:11.918648,13FE,1102,USB Keyboard,24755,19,0,0
2025-12-25 14:45:11.918648,05AC,1666,USB Flash Drive,25898,14,0,0
2026-01-05 11:36:11.918648,05AC,1102,Wireless Mouse,19970,11,0,0
2025-12-02 06:34:11.918648,05C6,8036,Malicious Drive,1199,6,0,1
2025-11-21 09:39:11.918648,13FE,C077,USB Flash Drive,4265,9,0,0
2025-12-19 08:08:11.918648,1050,3245,USB Keyboard,3115,8,0,0
2026-01-20 13:41:11.918648,0951,C52B,YubiKey,23686,13,0,0
2026-01-26 17:47:11.918648,1050,C52B,Wireless Mouse,21878,17,0,0
2025-12-22 17:41:11.918648,0781,0040,USB Flash Drive,19885,17,0,0
2025-11-28 08:45:11.918648,0781,1102,Wireless Mouse,26413,8,0,0
2025-12-11 22:58:11.918648,BEEF,8036,Keylogger Injector,2004,22,0,1
2026-01-26 16:35:11.918648,1050,0040,YubiKey,22314,16,0,0
2025-11-10 10:51:11.918648,DEAD,0001,Unknown HID,1052,10,0,1
2025-12-28 16:20:11.918648,05AC,1102,USB Keyboard,20150,16,1,0
2026-01-24 17:48:11.918648,03F0,3245,Wireless Mouse,12101,17,1,0
2025-12-04 15:06:11.918648,046D,5567,Wireless Mouse,20963,15,0,0
2025-11-14 15:01:11.918648,046D,0040,Wireless Mouse,23078,15,0,0
2025-11-16 11:59:11.918648,13FE,0040,External HDD,19374,11,1,0
2026-01-31 15:46:11.918648,046D,C077,USB Flash Drive,14348,15,1,0
2025-12-15 16:14:11.918648,05AC,1102,USB Flash Drive,23786,16,0,0
2025-12-12 10:43:11.918648,0951,C52B,YubiKey,15035,10,0,0
2025-12-21 13:18:11.918648,03F0,0120,YubiKey,6722,13,1,0
2025-12-05 18:01:11.918648,03F0,1102,USB Flash Drive,22330,18,0,0
2025-12-22 19:40:11.918648,046D,0040,External HDD,18754,19,0,0
2025-12-14 17:04:11.918648,13FE,C52B,Wireless Mouse,24592,17,1,0
2026-01-08 22:44:11.918648,046D,C077,USB Flash Drive,6422,22,0,0
2025-12-24 16:31:11.918648,1050,3245,External HDD,22825,16,0,0
2026-02-05 09:14:11.918648,17EF,5567,USB Keyboard,8279,9,0,0
2025-12-04 17:34:11.918648,1050,1102,USB Keyboard,3513,17,0,0
2026-01-25 15:27:11.918648,045E,1102,YubiKey,23414,15,1,0
2025-11-30 18:44:11.918648,1050,C52B,USB Keyboard,7158,18,1,0
2026-01-13 04:45:11.918648,16C0,1337,Unknown HID,2,4,0,1
2025-12-24 19:31:11.918648,0781,3245,YubiKey,8361,19,0,0
2025-11-10 18:33:11.918648,0951,C077,USB Keyboard,22427,18,0,0
2026-01-21 16:26:11.918648,17EF,C52B,YubiKey,21583,16,0,0
2025-11-16 14:33:11.918648,03F0,5567,USB Keyboard,9174,14,1,0
2025-12-15 02:32:11.918648,0951,C077,USB Keyboard,16089,2,0,0
2025-11-20 10:37:11.918648,0781,0040,External HDD,24724,10,0,0
2025-12-22 15:28:11.918648,13FE,1666,YubiKey,2393,15,0,0
2025-12-07 08:15:11.918648,046D,1102,YubiKey,13320,8,1,0
2026-02-02 10:37:11.918648,03F0,C52B,YubiKey,23061,10,0,0
2025-11-14 09:33:11.918648,045E,5567,USB Flash Drive,16915,9,0,0
2025-12-11 10:12:11.918648,045E,1102,External HDD,10153,10,0,0
2025-11-21 19:20:11.918648,1234,0001,Bash Bunny,3450,19,0,1
2026-01-15 22:10:11.918648,13FE,1337,Malicious Drive,2,22,0,1
2026-01-25 01:12:11.918648,BEEF,607d,Rubber Ducky,1,1,1,1
2025-12-25 04:11:11.918648,17EF,8036,Malicious Drive,2763,4,0,1
2025-12-24 14:44:11.918648,045E,5567,Wireless Mouse,3313,14,0,0
2026-01-13 04:24:11.918648,1D50,0043,Keylogger Injector,1857,4,0,1
2025-12-23 09:42:11.918648,05C6,8036,Malicious Drive,1,9,0,1
2025-12-17 10:19:11.918648,05AC,C077,USB Flash Drive,6316,10,0,0
2025-11-28 05:44:11.918648,BEEF,8036,Unknown HID,1,5,0,1
2026-01-21 11:45:11.918648,046D,0040,USB Keyboard,547,11,0,0
2025-11-19 09:27:11.918648,0951,5567,External HDD,26837,9,0,0
2026-01-15 09:33:11.918648,13FE,5567,USB Keyboard,10343,9,0,0
2025-12-26 18:12:11.918648,1050,1666,Wireless Mouse,26796,18,0,0
2026-02-05 09:46:11.918648,046D,5567,Wireless Mouse,25840,9,0,0
2026-01-28 00:49:11.918648,1234,607d,Keylogger Injector,3155,0,0,1
2025-11-28 14:54:11.918648,0781,5567,USB Keyboard,21478,14,0,0
2025-12-29 10:53:11.918648,0781,1666,USB Flash Drive,28231,10,0,0
2025-12-31 15:42:11.918648,13FE,3245,External HDD,14307,15,0,0
2026-01-29 19:20:11.918648,05C6,0001,Keylogger Injector,3197,19,0,1
2025-11-23 17:41:11.918648,0951,C077,USB Flash Drive,27096,17,1,0
2025-12-01 16:53:11.918648,03F0,5567,USB Keyboard,2867,16,0,0
2025-12-13 19:50:11.918648,1050,1102,External HDD,17960,19,1,0
2025-11-11 18:20:11.918648,046D,1102,USB Flash Drive,27115,18,0,0
2025-12-20 13:49:11.918648,13FE,1666,YubiKey,3521,13,1,0
2025-12-15 16:39:11.918648,05AC,C52B,External HDD,5044,16,0,0
2026-01-23 09:52:11.918648,17EF,C52B,YubiKey,8663,9,0,0
2025-11-23 11:24:11.918648,0781,3245,External HDD,27434,11,1,0
2025-12-13 08:32:11.918648,17EF,C077,USB Keyboard,18024,8,1,0
2026-01-27 19:47:11.918648,17EF,5567,USB Keyboard,5744,19,0,0
2026-02-02 17:52:11.918648,045E,1666,USB Flash Drive,3815,17,0,0
2026-01-05 18:41:11.918648,045E,C077,USB Flash Drive,20853,18,0,0
2026-01-11 17:26:11.918648,13FE,5567,YubiKey,22946,17,1,0
2026-01-31 11:53:11.918648,13FE,1666,Wireless Mouse,25444,11,1,0
2025-12-06 09:53:11.918648,0781,0120,USB Flash Drive,3629,9,1,0
2026-02-01 09:21:11.918648,045E,C52B,External HDD,23448,9,1,0
2025-12-06 13:11:11.918648,0781,C52B,Wireless Mouse,18956,13,1,0
2025-11-30 14:11:11.918648,1050,1666,Wireless Mouse,17996,14,1,0
2025-12-28 17:53:11.918648,1050,C52B,USB Flash Drive,1541,17,1,0
2026-02-02 18:11:11.918648,0781,C077,External HDD,15684,18,0,0
2025-12-10 18:57:11.918648,0781,C077,External HDD,16040,18,0,0
2025-12-03 19:11:11.918648,13FE,0040,Wireless Mouse,11884,19,0,0
2025-12-24 22:21:11.918648,1234,0043,Bash Bunny,2900,22,0,1
2025-12-01 12:09:11.918648,17EF,0120,USB Flash Drive,9196,12,0,0
2026-02-06 11:33:11.918648,045E,C077,External HDD,21244,11,0,0
2026-01-12 11:28:11.918648,17EF,1666,USB Flash Drive,24719,11,0,0
2025-12-31 16:41:11.918648,1050,0040,External HDD,14108,16,0,0
2026-01-07 15:23:11.918648,0951,1102,Wireless Mouse,15906,15,0,0
2026-01-02 00:22:11.918648,03F0,1666,USB Keyboard,8873,0,0,0
2025-11-15 13:36:11.918648,045E,1102,USB Keyboard,22237,13,1,0
2026-01-06 17:00:11.918648,0781,1666,USB Flash Drive,12304,17,0,0
2026-01-09 14:47:11.918648,046D,3245,External HDD,6988,14,0,0
2025-11-25 00:58:11.918648,DEAD,607d,Rubber Ducky,1,0,0,1
2025-11-10 19:21:11.918648,05AC,3245,USB Flash Drive,27296,19,0,0
2026-02-06 08:33:11.918648,13FE,0040,USB Keyboard,1254,8,0,0
2025-12-22 13:42:11.918648,17EF,5567,YubiKey,27118,13,0,0
2025-11-23 09:59:11.918648,045E,5567,YubiKey,2942,9,1,0
2026-01-10 19:58:11.918648,1050,5567,Wireless Mouse,4696,19,1,0
2026-01-23 17:01:11.918648,0951,C077,USB Keyboard,487,17,0,0
2026-01-08 17:20:11.918648,046D,5567,Wireless Mouse,22731,17,0,0
2026-01-23 19:42:11.918648,046D,0040,Wireless Mouse,21204,19,0,0
2025-11-11 18:00:11.918648,17EF,0040,USB Flash Drive,3295,18,0,0
2026-01-03 23:34:11.918648,13FE,C077,YubiKey,11155,23,1,0
2026-01-31 15:18:11.918648,03F0,5567,External HDD,1176,15,1,0
2025-12-03 07:16:11.918648,1234,0001,Unknown HID,2848,7,0,1
2025-11-27 08:07:11.918648,17EF,C52B,YubiKey,10012,8,0,0
2025-12-13 05:11:11.918648,05AC,C52B,YubiKey,16944,5,1,0
2025-11-14 15:29:11.918648,0781,3245,External HDD,27329,15,0,0
2025-12-01 09:00:11.918648,0951,1102,USB Keyboard,9791,9,0,0
2026-01-13 23:14:11.918648,17EF,607d,Bash Bunny,2980,23,0,1
2025-12-15 13:58:11.918648,03F0,C52B,Wireless Mouse,873,13,0,0
2026-01-21 15:52:11.918648,05AC,C077,USB Keyboard,1737,15,0,0
2025-12-10 17:17:11.918648,045E,1666,USB Keyboard,18692,17,0,0
2026-01-11 23:06:11.918648,DEAD,1337,Rubber Ducky,2,23,1,1
2025-12-09 13:10:11.918648,045E,5567,YubiKey,802,13,0,0
2025-11-28 19:47:11.918648,1050,1666,External HDD,7272,19,0,0
2025-12-12 15:32:11.918648,1050,C077,Wireless Mouse,7650,15,0,0
2026-01-21 10:53:11.918648,046D,3245,YubiKey,6151,10,0,0
2025-11-29 09:24:11.918648,05AC,0120,External HDD,9454,9,1,0
2025-12-13 10:30:11.918648,03F0,5567,USB Flash Drive,27730,10,1,0
2025-11-16 15:12:11.918648,BEEF,8036,Rubber Ducky,2701,15,1,1
2025-12-18 10:56:11.918648,13FE,0120,USB Keyboard,15128,10,0,0
2025-12-26 05:48:11.918648,2341,0043,Bash Bunny,10,5,0,1
2025-11-21 09:53:11.918648,17EF,5567,YubiKey,24510,9,0,0
2025-11-23 11:38:11.918648,DEAD,8036,Keylogger Injector,10,11,1,1
2026-01-09 09:47:11.918648,1050,1102,Wireless Mouse,25842,9,0,0
2025-12-04 13:47:11.918648,0781,C077,YubiKey,22926,13,0,0
2025-12-28 19:04:11.918648,2341,8036,Rubber Ducky,1778,19,1,1
2026-01-31 23:55:11.918648,16C0,0001,Unknown HID,10,23,1,1
2025-12-12 17:36:11.918648,05AC,1666,Wireless Mouse,6375,17,0,0
2025-12-31 11:58:11.918648,05AC,0120,Wireless Mouse,10371,11,0,0
2025-12-05 16:15:11.918648,0951,0120,Wireless Mouse,9417,16,0,0
2026-01-21 11:57:11.918648,16C0,0001,Unknown HID,5,11,0,1
2026-02-04 16:40:11.918648,13FE,C077,Wireless Mouse,18836,16,0,0
2025-11-11 07:51:11.918648,0781,3245,Wireless Mouse,8606,7,0,0
2025-11-23 10:20:11.918648,05AC,1102,USB Keyboard,1885,10,1,0
2026-02-04 04:07:11.918648,05C6,0043,Bash Bunny,2532,4,0,1
2025-12-29 08:02:11.918648,045E,5567,YubiKey,20472,8,0,0
2025-12-18 11:10:11.918648,0781,C077,External HDD,11092,11,0,0
2026-02-01 09:29:11.918648,1050,5567,External HDD,19639,9,1,0
2026-02-04 19:46:11.918648,046D,1102,Wireless Mouse,10220,19,0,0
2026-01-24 13:20:11.918648,0781,0120,YubiKey,3258,13,1,0
2025-12-11 17:26:11.918648,046D,1666,Wireless Mouse,18078,17,0,0
2025-11-11 08:42:11.918648,1050,C077,USB Flash Drive,25964,8,0,0
2025-11-25 15:16:11.918648,1050,1102,USB Flash Drive,24954,15,0,0
2025-12-30 10:09:11.918648,0951,5567,USB Flash Drive,9142,10,0,0
2025-11-26 16:13:11.918648,13FE,0120,YubiKey,3127,16,0,0
2025-11-29 03:33:11.918648,1D50,0001,Unknown HID,5,3,1,1
2026-01-28 14:06:11.918648,03F0,0120,YubiKey,2530,14,0,0
